Mon Jan 09 22:36:45 2017 asep Mengambil kartu 1 Heart dari deck pada turn ke 1
Mon Jan 09 22:36:45 2017 asep Membuang kartu 9 Heart dari deck pada turn ke 1
Mon Jan 09 22:36:45 2017 solihin Mengambil kartu 11 Diamond dari deck pada turn ke 1
Mon Jan 09 22:36:45 2017 solihin Membuang kartu 11 Diamond dari deck pada turn ke 1
Mon Jan 09 22:36:46 2017 asep Mengambil kartu 13 Diamond dari deck pada turn ke 1
Mon Jan 09 22:36:46 2017 asep Membuang kartu 12 Spade dari deck pada turn ke 1
Mon Jan 09 22:36:46 2017 solihin Mengambil kartu 8 Spade dari deck pada turn ke 1
Mon Jan 09 22:36:46 2017 solihin Membuang kartu 11 Diamond dari deck pada turn ke 1
Mon Jan 09 22:36:46 2017 asep Mengambil kartu 11 Club dari deck pada turn ke 1
Mon Jan 09 22:36:46 2017 asep Membuang kartu 12 Spade dari deck pada turn ke 1
Mon Jan 09 22:36:46 2017 solihin Mengambil kartu 9 Diamond dari deck pada turn ke 1
Mon Jan 09 22:36:46 2017 solihin Membuang kartu 11 Diamond dari deck pada turn ke 1
Mon Jan 09 22:36:46 2017 asep Mengambil kartu 3 Club dari deck pada turn ke 1
Mon Jan 09 22:36:46 2017 asep Membuang kartu 12 Spade dari deck pada turn ke 1
Mon Jan 09 22:36:46 2017 solihin Mengambil kartu 1 Diamond dari deck pada turn ke 1
Mon Jan 09 22:36:46 2017 solihin Membuang kartu 11 Diamond dari deck pada turn ke 1
Mon Jan 09 22:36:46 2017 asep Mengambil kartu 1 Spade dari deck pada turn ke 1
Mon Jan 09 22:36:46 2017 asep Membuang kartu 12 Spade dari deck pada turn ke 1
Mon Jan 09 22:36:46 2017 solihin Mengambil kartu 6 Diamond dari deck pada turn ke 1
Mon Jan 09 22:36:46 2017 solihin Membuang kartu 11 Diamond dari deck pada turn ke 1
Mon Jan 09 22:36:47 2017 asep Mengambil kartu 8 Club dari deck pada turn ke 1
Mon Jan 09 22:36:47 2017 asep Membuang kartu 12 Spade dari deck pada turn ke 1
Mon Jan 09 22:36:47 2017 solihin Mengambil kartu 9 Spade dari deck pada turn ke 1
Mon Jan 09 22:36:47 2017 solihin Membuang kartu 11 Diamond dari deck pada turn ke 1
